a_cup	一杯
garbage_truck	垃圾车

garden	花园

garden_center	花园中心

garden_centre	花园中心

garden_city	花园城市

garden_path	花园小径

garlic	大蒜

garment	服装

garner	谷仓

garrison	驻军

gas	加油站

gas_bottle	气瓶

gas_chamber	毒气室

gas_constant	气体常数

gas_cylinder	气瓶

gas_fire	煤气火

gas_giant	天然气巨人

gas_mask	防毒面具

gas_pump	加油站

gas_station	加油站

gas_tank	储气罐

gasoline	汽油

gastropod	腹

gate	门

gate_array	门阵列

gate_guard	门卫

gate_guardian	门卫

gate_house	门房

gateway	网关

gateway_drug	门户药物

gather	收集

gathering	搜集

gauge	规

gay	同性恋者

gay_bar	同性恋酒吧

gay_marriage	同性恋婚姻

gay_pride	同性恋的骄傲

gear	齿轮

gear_ratio	齿轮比

gear_shift	变速

gear_train	齿轮系

gen	根

gender	性别

gender_gap	性别差异

gender_identity	性别认同

gene	基因

gene_expression	基因表达

gene_family	基因家族

gene_pool	基因库

gene_product	基因产物

gene_therapy	基因治疗

general	一般

general_aviation	通用航空

general_classification	一般分类

general_contractor	总承包商

general_election	全民选举

general_manager	总经理

general_practice	一般惯例

general_public	公众

general_store	杂货店

general_strike	全面罢工

generation	代

generation_gap	代沟

generations	代

generic	通用

generic_name	通用名

genius	天才

genocide	种族灭绝

genome	基因组

genre	类型

genre_fiction	体裁小说

gentle	温和

gentleman	绅士

genus	种

genus_name	属名

geographical_area	地理区域

geography	地理

german	德语

gesture	手势

get	得到

getting	越来越

ghost	鬼

ghost_ship	幽灵船

ghost_story	鬼故事

ghost_town	鬼城

ghost_train	幽灵列车

ghost_writer	幽灵作家

giant	巨人

giant_planet	巨型星球

giant_slalom	大回转

giant_star	巨星

gift	礼品

gift_card	礼物卡

gift_certificate	礼券

gift_shop	礼品店

gilbert	吉尔伯特

gill	鳃

girl	女孩

girl_band	女子乐队

girl_friend	女朋友

girl_group	女子组合

girl_power	女孩的力量

girl_talk	女孩说话

girlfriend	女朋友

give	给

given_name	给定的名称

giving	给

glacier	冰川

glance	一瞥

glass	玻璃

glass_ceiling	玻璃天花板

glass_door	玻璃门

glass_eye	玻璃眼

glass_transition	玻璃化转变

glen	狭谷

glimpse	一瞥

global	全球

global_warming	全球暖化

globalization	全球化

globe	地球

glory	荣耀

glory_hole	荣耀洞

glove	手套

gmina	gmina

goal	目标

goal_area	目标区域

goal_celebration	目标庆祝

goal_difference	目标差异

goal_keeper	守门员

goal_kick	射门得分

goal_line	球门线

goal_post	球门柱

goalie	守门员

goalkeeper	守门员

god	神

goddess	女神

goes	去

going	去

gold	金

gold_coin	金币

gold_dust	金粉

gold_farmer	金农

gold_farming	黄金种植

gold_leaf	金叶子

gold_medal	金牌

gold_medalist	金牌获得者

gold_mine	金矿

gold_plate	金盘子

gold_rush	淘金热

gold_standard	黄金标准

golden_age	黄金年龄

golden_boy	金童

golden_eagle	金鹰

golden_girl	金色的女孩

golden_mean	中庸

golden_ratio	黄金比例

golden_rule	黄金法则

golden_section	黄金分割

golden_ticket	金票

golf	高尔夫球

golf_ball	高尔夫球

golf_cart	高尔夫车

golf_club	高尔夫俱乐部

golf_course	高尔夫球场

golf_shirt	高尔夫衫

golfer	高尔夫球手

gong	锣

gong_show	锣秀

good	好

good_guy	好小子

good_news	好消息

good_time	美好时光

goodbye	再见

goodman	好人

goods	产品

goods_train	货车

goodwill	善意

google	谷歌

gore	血块

gospel	福音

gospel_music	福音音乐

governance	治理

government	政府

government_issue	政府问题

government_spending	政府开支

governor	州长

governor_general	总督

grab	抓

grace	恩典

grace_note	恩典

grace_period	宽限期

grade	年级

grade_inflation	等级通货膨胀

grade_school	小学

gradual	缓

graduate	毕业

graduate_school	研究所

graduate_student	研究生

graduation	毕业

graf	格拉夫

graft	接枝

graham	格雷厄姆

grain	粮食

grain_boundary	晶界

grammar	语法

grammar_school	语法学校

grand	盛大

grand_duke	大公

grand_final	总决赛

grand_jury	大陪审团

grand_prince	大王子

grand_prize	大奖

grand_slam	大满贯

grandchildren	孙子

grandfather	祖父

grandfather_clock	祖父钟

grandmother	祖母

grandparent	祖父母

grandson	孙子

granite	花岗岩

grant	发放

grape	葡萄

graph	图形

graph_paper	方格纸

graphic	图像

graphic_novel	图画小说

graphics	图像

graphics_card	图形卡

graphics_engine	图形引擎

grasp	把握

grass	草

grass_court	草场

grass_tree	草树

grave	墓

gravity	重力

gray	灰色

gray_matter	灰质

gray_wolf	灰狼

great	大

great_hall	大厅

great_house	大房子

great_power	强大的力量

great_seal	大印章

greece	希腊

greek	希腊语

green	绿色

green_belt	绿化带

green_building	绿色建筑

green_card	绿卡

green_energy	绿色能源

green_flash	绿色闪光

green_lane	绿道

green_light	绿灯

green_line	绿线

green_man	绿人

green_paper	绿皮书

green_party	绿党

green_roof	绿色屋顶

green_room	绿色房间

green_sea	绿海

green_state	绿色状态

green_tea	绿茶

green_wave	绿波

greenhouse	温室

greenhouse_effect	温室效应

greenhouse_gas	温室气体

grenade	手榴弹

grey	灰色

grey_area	灰色地带

grey_market	灰色市场

grid	格

grid_plan	网格计划

grid_reference	网格参考

grief	哀思

grievance	不平

griffin	格里芬

grill	烤架

grip	握

grocery	杂货

grocery_list	购物清单

grocery_store	杂货店

gross	毛

gross_profit	毛利

ground	地面

ground_ball	地面球

ground_beef	碎牛肉

ground_clearance	离地间隙

ground_cover	地被植物

ground_effect	地面效应

ground_floor	一楼

ground_game	地面游戏

ground_glass	毛玻璃

ground_offensive	地面进攻

ground_rule	基本规则

ground_state	基态

ground_tissue	地面组织

ground_water	地下水

ground_zero	零地

grounds	理由

group_action	集体行动

group_leader	组长

group_sex	群交

group_stage	小组赛

group_theory	群论

group_therapy	团体疗法

group_velocity	组速度

grouping	分组

grove	树林

growing	生长

growth	发展

growth_factor	生长因子

growth_hormone	生长激素

growth_medium	生长培养基

growth_ring	年轮

guarantee	保证

guard	守护

guard_dog	看门狗

guard_rail	护栏

guard_station	警卫站

guardian	监护人

guardian_angel	守护天使

guerrilla	游击队

guerrilla_warfare	游击战

guess	猜测

guest	客人

guest_book	留言簿

guest_room	客房

guest_speaker	特邀发言人

guest_star	特邀明星

guest_worker	客工

guidance	指导

guide	指南

guide_book	指导书

guide_dog	导盲犬

guided_missile	导弹

guiding	主导

guild	公会

guilt	有罪

guilty	有罪

guilty_pleasure	有罪的快乐

guinea	几内亚

guitar	吉他

guitarist	吉他手

gulf	海湾

gun	枪

gun_club	枪支俱乐部

gun_dog	枪狗

gun_lobby	枪厅

gun_powder	枪粉

gunfire	炮火

gunman	枪手

guru	领袖

guy	家伙

gym	健身房

gymnastics	体操

habit	习惯

habitat	栖息地

hacker	黑客

hail	冰雹

hair	头发

hair_cut	剪头发

hair_extension	接发

hale	硬朗

half	半

half_brother	同父异母或同母异父的兄弟

half_dozen	半打

half_marathon	半程马拉松

half_measure	半量

half_sister	同父异母的妹妹

half_time	半场

half_volley	半截击

halftime	半场

halfway_house	中途之家

hall	大厅

halt	停

ham	火腿

ham_radio	火腿电台

hamilton	汉密尔顿

hamlet	村庄

hammer	锤子

hamstring	腿筋

hand	手

hand_ball	手球

hand_grenade	手榴弹

hand_tool	手工具

handbook	手册

hander	投手

handful	少数

handle	处理

handling	处理

handover	交出

hang	挂

hanging	挂

hank	汉克

happening	事件

happiness	幸福

harassment	骚扰

harbor	港口

harbour	港口

hard	硬

hard_disk	硬盘

hard_rock	硬石

hard_time	困难时期

harder	更难

hardline	强硬

hardware	硬件

hardware_store	五金店

hardy	耐寒

harm	危害

harmony	和谐

harper	哈珀

hart	牡鹿

harvest	收成

harvest_festival	丰收节日

harvest_moon	牧场物语

harvest_time	收获时间

hat	帽子

hat_tip	帽子小费

hat_trick	帽子戏法

hatch	孵化

hate	讨厌

hate_crime	仇恨犯罪

hate_figure	讨厌图

hate_mail	仇恨邮件

hate_speech	仇恨言论

hatred	仇

haul	运输

haunted_house	鬼屋

hawk	鹰

hay	干草

hazard	冒险

head	头

head_boy	优等生

head_butt	头屁股

head_cheese	头肉冻块

head_coach	主教练

head_cold	头冷

head_count	人数

head_covering	头套

head_game	头游戏

head_girl	头女孩

head_hunter	猎头者

head_man	头人

head_of_state	国家元首

head_office	总公司

head_shop	总店

head_start	领先

head_teacher	班主任

header	头

header_file	头文件

heading	标题

headline	标题

headliner	顶篷

headman	头人

headquarters	司令部

heal	愈合

healing	复原

health	健康

health_care	卫生保健

health_centre	保健中心

health_club	健身房

health_food	健康食品

health_warning	健康警告

healthcare	卫生保健

hearing	听力

hearing_aid	助听器

heart	心

heart_attack	心脏病发作

heart_block	心脏传导阻滞

heart_failure	心脏衰竭

heart_rate	心率

heat	热

heat_capacity	热容量

heat_death	热死

heat_engine	热机

heat_index	热度指数

heat_map	热图

heat_pump	热泵

heat_shield	隔热板

heat_sink	散热器

heat_stroke	心脏病

heat_transfer	传播热量

heat_wave	热浪

heath	健康

heating	加热

heating_oil	取暖油

heaven	天堂

heavy	重

heavy_industry	重工业

heavy_metal	重金属

heavyweight	重量级

hedge	树篱

hedge_fund	对冲基金

height	高度

heir	继承者

heir_apparent	继承人

helicopter	直升机

helicopter_parent	直升机父

hell	地狱

helm	舵

helmet	头盔

help	救命

help_desk	服务台

helping	帮助

hemisphere	半球

henry	亨利

herald	先锋

herb	草本植物

herbert	赫伯特

heritage	遗产

hero	英雄

heroin	海洛因

hey	嘿

hidden_agenda	隐藏的议程

hide	隐藏

hiding	藏

hiding_place	隐藏处

hierarchy	等级制度

high	高

high_court	高等法院

high_cross	高十字

high_definition	高清晰度

high_fidelity	高保真度

high_frequency	高频

high_jumper	跳高运动员

high_life	高生活

high_line	高线

high_noon	正午

high_point	高点

high_priest	大祭司

high_road	高速

high_school	中学

high_sea	公海

high_society	上流社会

high_street	高街

high_tech	高科技

high_technology	高科技

high_water	高水

higher_education	高等教育

highland	高地

highlands	高地

highlight	突出

highlights	强调

highway	高速公路

hike	远足

hiking	徒步旅行

hill	爬坡道

hill_station	山站

hint	暗示

hip	臀部

hip_bone	胯骨

hip_hop	嘻哈（音乐

hire	聘请

historian	历史学家

historical_method	历史方法

history	历史

hit_list	暗杀名单

hit_man	杀手

hit_parade	流行歌曲

hitter	打者

hitting	打

hockey	曲棍球

hockey_puck	冰球

hockey_stick	曲棍球棒

hogan	霍根

hold	保持

holder	持有人

holding	保持

holding_cell	拘留室

holding_company	控股公司

holding_pattern	持有模式

hole	洞

holiday	假日

holiday_camp	度假营

holiday_home	渡假村

holiday_season	假期

holland	荷兰

hollow	空洞

holly	冬青

holmes	霍姆斯

holocaust	大屠杀

holy	圣

holy_cross	圣十字

holy_family	圣洁的家庭

holy_war	圣战

homage	尊敬

home	家

home_base	本垒

home_care	家庭护理

home_cinema	家庭影院

home_computer	家用电脑

home_country	本国

home_economics	家庭经济

home_equity	家庭资产

home_front	家门前

home_game	主场比赛

home_inspection	上门检查

home_inspector	房屋检查员

home_invasion	家庭入侵

home_loan	房屋贷款

home_movie	家庭电影

home_office	在家办公

home_page	主页

home_plate	本垒

home_rule	本垒

home_run	本垒打

home_shopping	家庭购物

home_side	本侧

home_stretch	家庭伸展

home_team	主队

home_town	家乡

home_video	家庭影片

homeland	家园

homer	本垒打

homestead	家园

hometown	家乡

homicide	杀人

homosexual	同性

homosexuality	同性恋

honey	蜜糖

hong	红

honor	荣誉

honor_killing	荣誉杀

honor_roll	光荣榜

honor_system	荣誉制度

honorary	名誉

honour	荣誉

honour_killing	荣誉杀

honour_system	荣誉制度

hood	引擎罩

hook	钩

hook_shot	勾手投篮

hop	跳

hope	希望

hopeful	有希望

horizon	地平线

horizontal	横

hormone	激素

horn	喇叭

horrible	可怕

horror	恐怖

horror_film	恐怖片

horror_movie	恐怖电影

horror_story	恐怖故事

horse	马

horse_race	赛马

horse_racing	赛马

horse_trading	马交易

hospital	医院

hospital_ship	医院船

host	主办

hostage	人质

hostage_negotiator	人质谈判者

hostile	敌对

hostility	敌意

hosting	托管

hot_air	热气

hot_chocolate	热可可

hot_press	热压

hot_rod	热棒

hot_sauce	辣酱

hot_seat	受欢迎的位置

hot_spring	温泉

hot_water	热水

hotel	旅馆

hour	小时

house	屋

house_arrest	软禁

house_call	房屋电话

house_cat	家猫

house_floor	房屋地板

house_martin	马丁别墅

house_mouse	家鼠

house_music	家庭音乐

house_number	门牌号码

house_organ	室内器官

house_party	家庭聚会

house_rule	众议院规则

house_spider	房子蜘蛛

house_style	房屋风格

household	家庭

household_income	家庭收入

household_name	家喻户晓

householder	住户

housing	住房

housing_estate	屋苑

hub	毂

hui	辉

hull	船壳

human	人的

human_nature	人性

human_right	人权

human_rights	人权

human_trafficking	人口贩运

humanitarian	人道主义

humanity	人性

humor	幽默

hun	勋

hundred	百

hunger	饥饿

hunger_strike	绝食抗议

hunt	狩猎

hunter	猎人

hunting	狩猎

hunting_knife	猎刀

hunting_lodge	狩猎小屋

hurdle	栏

hurricane	飓风

hurricanes	飓风

hurt	伤害

hurt_locker	伤害储物柜

husband	丈夫

hybrid	混合动力

hybrid_car	混合动力汽车

hybrid_vehicle	混合动力汽车

hyde	海德

hydrogen	氢

hydrogen_bomb	氢弹

hydrogen_bond	氢键

hydrogen_car	氢气车

hydrogen_economy	氢经济

hydrogen_gas	氢气

hypothesis	假设

ibn	伊本

ice	冰

ice_age	冰河世纪

ice_cap	冰帽

ice_cream	冰淇淋

ice_dam	冰坝

ice_dancing	冰舞

ice_field	冰原

ice_fishing	冰钓

ice_fog	冰雾

ice_giant	冰巨人

ice_hockey	冰球

ice_pack	冰袋

ice_palace	冰宫

ice_pick	冰镐

ice_plant	制冰厂

ice_sculpture	冰雕

ice_sheet	冰盖

ice_shelf	冰架

ice_show	冰上表演

ice_skating	溜冰

ice_storm	冰暴

ice_water	冰水

ice_wine	冰酒

icon	图标

idea	理念

ideal	理想

identification	鉴定

identity	身分

identity_card	身份证

identity_crisis	身份危机

identity_element	身份元素

identity_function	身份功能

identity_matrix	单位矩阵

identity_theft	身份盗窃

ideology	思想

idol	偶像

ill	生病

ill_health	身体欠佳

illegal	非法

illness	疾病

illustration	插图

image	图片

image_map	影像图

image_processing	图像处理

imagination	想像力

imaging	成像

imam	阿訇

immigrant	移民

immigration	移民

immune	免疫的

immunity	免疫

impact	碰撞

impact_crater	撞击坑

impact_resistance	耐冲击

impact_statement	影响陈述

impacts	影响

impasse	僵局

impeachment	弹劾

imperial	帝国

imperial_decree	皇家法令

implement	实行

implementation	履行

import	进口

importance	重要性

impossible	不可能

impression	印象

imprisonment	徒刑

improvement	起色

inability	无力

inaugural	就职

inauguration	就职典礼

incentive	激励

inception	成立

inch	英寸

incident	事件

incident_report	事故报告

inclusion	包容

income	收入

income_statement	收入证明

income_tax	所得税

increase	增加

incumbent	现任

independence	独立

independent	独立

independent_city	独立城市

independent_scholar	独立学者

index	指数

index_card	索引卡

index_finger	食指

index_fossil	指数化石

indication	迹象

indicator	指示符
